,Name,Address,Notes,Phone_Number,Station_Type,Vaccine_Type,Notes
323,CVS Pharmacy ,"8430 New Utrecht Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 746-7287,Pharmacy ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
324,CVS Pharmacy ,"85-29 126th Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 746-7287,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
325,CVS Pharmacy ,"859 Manhattan Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 746-7287,Pharmacy ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
326,CVS Pharmacy ,"88-01 Queens Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 746-7287,Pharmacy ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
327,CVS Pharmacy ,"88-07 Rockaway Beach Boulevard, Queens",,(800) 746-7287,Pharmacy ,Vaccine offered:Pfizer (12+),
328,CVS Pharmacy ,"89-11 Northern Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 746-7287,Pharmacy ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
329,CVS Pharmacy ,"969 2nd Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 746-7287,Pharmacy ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
330,CVS Pharmacy ,"97-01 Liberty Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 746-7287,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
331,CVS Pharmacy ,"97-10 63rd Road, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 746-7287,Pharmacy ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
332,CVS Pharmacy ,"97-15 Metropolitan Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(800) 746-7287,Pharmacy ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
333,Danny's Pharmacy II ,"110 West End Avenue, Manhattan",,(212) 362-0000,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+),
334,Dorado Pharmacy ,"1440 Forest Ave, Store 5, Staten Island","Walk-up vaccinations available to all eligible New Yorkers , ",(631) 380-3800,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
335,Drug Mart ,"5203a Broadway, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 562-6637,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
336,Eagle Pharmacy ,"64-02 Flushing Avenue, Queens",,(718) 416-1749,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11)Johnson & Johnson (18+),
337,East Tremont Pharmacy Inc ,"1065 East Tremont Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 861-0382,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
338,Elite Chemists ,"6097 Putnam Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 799-2644,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
339,Embassy Drugs ,"1873 Amsterdam Avenue, Manhattan",,(212) 690-1331,Pharmacy ,Vaccine offered:Moderna (18+),
340,Esco Drug Inc. ,"687 9th Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 246-8169,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
341,Esquire Pharmacy ,"277 1st Avenue, Manhattan",,(212) 228-2260,Pharmacy ,Vaccine offered:Pfizer (12+),
342,Estates Pharmacy ,"169-01 Hillside Avenue, Queens",,(718) 739-0311,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+),
343,Euro Chemist Pharmacy ,"669 Manhattan Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 349-6696,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
344,Eve and Mike Pharmacy ,"552 St Marks Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 230-3321,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
345,Eve Pharmacy ,"2836 Coney Island Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 743-8585,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
346,Family Drug Store ,"2550 Boston Road, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 920-2520,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
347,FAMILY PHARMACY ,"1101 Flatbush Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 703-2440,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
348,Farmacia Central Inc ,"102 Nagle Avenue, Manhattan",,(212) 942-5050,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Pfizer (5-11)Pfizer (12+)Moderna (18+),
349,Felicity Pharmacy ,"621 East Tremont Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 466-5695,Pharmacy ,Vaccines offered:Pfizer (5-11)Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
350,First Aid Pharmacy ,"921 East Tremont Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 893-5700,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
351,FirstMed Pharmacy Inc. ,"39-36 Queens Boulevard, Queens",,(718) 734-2964,Pharmacy ,Vaccine offered:Moderna (18+),
352,Franconia Pharmacy ,"45-02 162nd Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 359-7780,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
353,Franhill Pharmacy ,"204-19 Hillside Avenue, Queens",,(718) 465-2121,Pharmacy ,Vaccines offered:Pfizer (5-11)Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),
354,Freya Pharmacy Inc. ,"101-19 39th Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 649-2525,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
355,Fuller Drug Store ,"2688 Third Avenue, Bronx",,(718) 292-4244,Pharmacy ,Vaccine offered:Moderna (18+),
356,Fulton Care Pharmacy ,"557 East 169th Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 918-8700,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
357,Fulton Drugs ,"1548 Fulton Street, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 735-3784,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Pfizer (5-11)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
358,Gena Care Pharmacy ,"173 Chauncey Street, Brooklyn",,(718) 484-7166,Pharmacy ,Vaccine offered:Moderna (18+),
359,Geo Pharmacy Inc ,"685 Coney Island Avenue, Brooklyn",,(718) 703-1888,Pharmacy ,Vaccine offered:Moderna (18+),
360,Gig Pharmacy Inc. ,"3405 Jerome Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 684-4430,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
361,Gramercy Drugs Inc ,"2218 Avenue X, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 532-0022,Pharmacy ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
362,Grand Care Pharmacy ,"66-56 Grand Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 446-6656,Pharmacy ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
363,Gristedes Pharmacy ,"101 Clark Street, Brooklyn",,(718) 834-9003,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),
364,Guardian Pharmacy ,"117-04 Atlantic Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 480-1116,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
365,Hamilton Pharmacy Inc ,"3293 Broadway, Manhattan",,(212) 281-0488,Pharmacy ,Vaccine offered:Moderna (18+),
366,Harmony Pharmacy ,"128 Mott Street, Suite 301, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 226-2881,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
367,Health Choice Pharmacy ,"3735 Nostrand Avenue, Brooklyn",,(718) 368-9800,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+)Moderna (18+),
368,Health Max 5th Avenue Pharmacy ,"5313 5th Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 567-8000,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
369,Health Wise Pharmacy Inc. ,"1494 York Avenue, Manhattan",,(212) 472-5600,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),
370,Healthpro Pharmacy Inc ,"217 Schenectady Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 363-3400,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
371,HealthSource Pharmacy ,"1000 1st Avenue, Manhattan",,(212) 310-0111,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),
372,HealthSource Pharmacy ,"120 East 34th Street, Manhattan",,(212) 481-6600,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),
373,HealthSource Pharmacy ,"1302 2nd Avenue, Manhattan",,(212) 794-8700,Pharmacy ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+),
374,Healthy Corner Pharmacy ,"116-65 Queens Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 261-6699,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Johnson & Johnson (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
375,Healthy Pharmacy ,"108 Bowery, Manhattan",,(212) 966-8682,Pharmacy ,Vaccine offered:Moderna (18+),
376,Hester Pharmacy Corp. ,"153 Hester Street, 1st Floor, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 966-7599,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
377,Hilltop Pharmacy ,"593 Fort Washington Avenue, Manhattan",,(212) 568-5511,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),
378,Hopkins Drugs & Compounding ,"63-19 Roosevelt Avenue, Queens",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),
379,Horizon Pharmacy III ,"81-14 Broadway, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 536-1868,Pharmacy ,Vaccines offered:Pfizer (5-11)Johnson & Johnson (18+)Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
380,Hoyt Pharmacy ,"3024 Atlantic Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 277-9160,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
381,I&Y Pharmacy Corp ,"66-69 Fresh Pond Rd, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 368-6060,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
382,Ilana's Pharmacy ,"180-30 Union Turnpike, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 969-9546,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
383,J&N Pharmacy ,"1220 Morris Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 293-2233,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
384,Jannat Pharmacy - Jackson Heights ,"72-03 35th Avenue, Queens",,(718) 732-4288,Pharmacy ,Vaccine offered:Moderna (18+),
385,Joseph Pharmacy ,"216 West 72nd Street, Manhattan",,(212) 875-1718,Pharmacy ,Vaccine offered:Moderna (18+),
386,Julie Pharmacy ,"3621 Broadway, Manhattan",,(212) 926-9800,Pharmacy ,Vaccine offered:Moderna (18+),
387,Kaneda Pharmacy ,"40-32 Union Street, Queens",,(718) 888-1489,Pharmacy ,Vaccine offered:Moderna (18+),
388,Katz Drugs ,"76 Graham Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 388-4588,Pharmacy ,Vaccines offered:Pfizer (5-11)Johnson & Johnson (18+)Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
389,Kings Court Drugs ,"8 Newkirk Plaza, Brooklyn",,(718) 434-6565,Pharmacy ,Vaccine offered:Moderna (18+),
390,Kings Third Avenue Pharmacy ,"1619 3rd Avenue, Manhattan",,(212) 534-6000,Pharmacy ,Vaccine offered:Moderna (18+),
391,Kissena Drugs & Surgical Supply ,"72-63 Kissena Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 793-7658,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+)Pfizer (12+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
392,Kmart Pharmacy 7777 ,"770 Broadway, Manhattan",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),
393,Kmart Pharmacy 9420 ,"1998 Bruckner Boulevard, Bronx",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),
394,La Guardia Pharmacy ,"101-22 Astoria Blvd, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 478-2576,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
395,Legacy Specialty Pharmacy ,"68-51 Fresh Pond Road, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 456-7300,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
396,Leroy Pharmacy ,"314 East 204 Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 882-5614,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
397,Leroy's Pharmacy ,"901 East Tremont Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 991-2266,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
398,Lieb Pharmacy Inc ,"5006 16 Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 633-5770,Pharmacy ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
399,LIFECARE RX INC ,"83-42 Parsons Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 658-9300,Pharmacy ,Vaccines offered:Pfizer (12+)Pfizer (5-11)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
400,Link Pharmacy ,"456 Avenue P, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 921-1858,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
401,Living Well Pharmacy ,"3555 Victory Boulevard, Staten Island","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 477-5483,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
402,Manhattan Chinatown Pharmacy ,"156 Canal Street, Manhattan",,(212) 233-2833,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),
403,Mannings Pharmacy Corp. ,"13 Elizabeth Street, Manhattan",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),
404,Marble Hill Pharmacy ,"5227 Broadway, Suite A, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 562-5200,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
405,Mayflower Pharmacy ,"397 Kings Highway, Brooklyn",,(718) 645-0999,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+)Johnson & Johnson (18+),
406,Medassure Pharmacy ,"2334 Washington Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 316-6766,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
407,Medex Pharmacy ,"96-02 Jamaica Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 805-7000,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
408,Medicine Center Rx LLC ,"92 East 167th Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 410-2814,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
409,Medicine Plaza Pharmacy ,"1312 Kings Highway, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 627-0800,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
410,MedPack ,"5923 Strickland Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 506-1000,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
411,MedPlus 2 Pharmacy ,"133-47 Sanford Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 460-8329,Pharmacy ,Vaccines offered:Pfizer (12+)Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
412,Mellor's Drug Store ,"3343 Fulton Ave, Brooklyn",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),
413,Metro Chemist Pharmacy Inc ,"73-01 Metropolitan Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 433-9413,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
414,Metro Pharmacy ,"172-17 Jamaica Avenue, Queens",,(718) 523-5800,Pharmacy ,Vaccine offered:Johnson & Johnson (18+),
