ID,Name,Address,Notes,Phone_Number,Station_Type,Vaccine_Type,Notes,formatted_address,latitude,longitude
356,Fulton Care Pharmacy ,"557 East 169th Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 918-8700,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","557 E 169th St, Bronx, NY 10456, USA",40.8325529,-73.9037777
357,Fulton Drugs ,"1548 Fulton Street, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 735-3784,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Pfizer (5-11)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1548 Fulton St, Brooklyn, NY 11213, USA",40.6796219,-73.9389903
358,Gena Care Pharmacy ,"173 Chauncey Street, Brooklyn",,(718) 484-7166,Pharmacy ,Vaccine offered:Moderna (18+),,"173 Chauncey St, Brooklyn, NY 11233, USA",40.6806787,-73.9282765
359,Geo Pharmacy Inc ,"685 Coney Island Avenue, Brooklyn",,(718) 703-1888,Pharmacy ,Vaccine offered:Moderna (18+),,"685 Coney Island Ave, Brooklyn, NY 11218, USA",40.6407699,-73.9689186
360,Gig Pharmacy Inc. ,"3405 Jerome Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 684-4430,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","3405 Jerome Ave, Bronx, NY 10467, USA",40.8808279,-73.8837081
361,Gramercy Drugs Inc ,"2218 Avenue X, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 532-0022,Pharmacy ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","2218 Avenue X, Brooklyn, NY 11235, USA",40.5928262,-73.9475662
362,Grand Care Pharmacy ,"66-56 Grand Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 446-6656,Pharmacy ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","66-56 Grand Ave, Maspeth, NY 11378, USA",40.7247301,-73.896809
363,Gristedes Pharmacy ,"101 Clark Street, Brooklyn",,(718) 834-9003,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),,"101 Clark St, Brooklyn, NY 11201, USA",40.6976505,-73.9920476
364,Guardian Pharmacy ,"117-04 Atlantic Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 480-1116,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","117-04 Atlantic Ave, Jamaica, NY 11419, USA",40.693488,-73.8294367
365,Hamilton Pharmacy Inc ,"3293 Broadway, Manhattan",,(212) 281-0488,Pharmacy ,Vaccine offered:Moderna (18+),,"3293 Broadway, New York, NY 10027, USA",40.8187683,-73.9563881
366,Harmony Pharmacy ,"128 Mott Street, Suite 301, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 226-2881,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","128 Mott St # 301, New York, NY 10013, USA",40.7189331,-73.9957621
367,Health Choice Pharmacy ,"3735 Nostrand Avenue, Brooklyn",,(718) 368-9800,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+)Moderna (18+),,"3735 Nostrand Ave., Brooklyn, NY 11235, USA",40.5928631,-73.9401382
368,Health Max 5th Avenue Pharmacy ,"5313 5th Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 567-8000,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","5313 5th Ave, Brooklyn, NY 11220, USA",40.6429698,-74.0121785
369,Health Wise Pharmacy Inc. ,"1494 York Avenue, Manhattan",,(212) 472-5600,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),,"1494 York Ave, New York, NY 10075, USA",40.7711366,-73.95038
370,Healthpro Pharmacy Inc ,"217 Schenectady Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 363-3400,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","217 Schenectady Ave, Brooklyn, NY 11213, USA",40.6713928,-73.9334339
371,HealthSource Pharmacy ,"1000 1st Avenue, Manhattan",,(212) 310-0111,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),,"1000 1st Ave., New York, NY 10022, USA",40.7568241,-73.9637035
372,HealthSource Pharmacy ,"120 East 34th Street, Manhattan",,(212) 481-6600,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),,"120 E 34th St, New York, NY 10016, USA",40.7463656,-73.9803215
373,HealthSource Pharmacy ,"1302 2nd Avenue, Manhattan",,(212) 794-8700,Pharmacy ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+),,"1302 2nd Ave, New York, NY 10065, USA",40.7663846,-73.9599139
374,Healthy Corner Pharmacy ,"116-65 Queens Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 261-6699,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Johnson & Johnson (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","11665 Queens Blvd, Forest Hills, NY 11375, USA",40.7154956,-73.8320353
375,Healthy Pharmacy ,"108 Bowery, Manhattan",,(212) 966-8682,Pharmacy ,Vaccine offered:Moderna (18+),,"108 Bowery, New York, NY 10013, USA",40.7179591,-73.9953903
376,Hester Pharmacy Corp. ,"153 Hester Street, 1st Floor, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 966-7599,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","153 Hester St 1st Floor, New York, NY 10013, USA",40.7175315,-73.9957635
377,Hilltop Pharmacy ,"593 Fort Washington Avenue, Manhattan",,(212) 568-5511,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),,"593 Fort Washington Ave, New York, NY 10033, USA",40.855094,-73.937145
378,Hopkins Drugs & Compounding ,"63-19 Roosevelt Avenue, Queens",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),,"6319 Roosevelt Ave, Woodside, NY 11377, USA",40.7460669,-73.9005258
379,Horizon Pharmacy III ,"81-14 Broadway, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 536-1868,Pharmacy ,Vaccines offered:Pfizer (5-11)Johnson & Johnson (18+)Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","81-14 Broadway, Queens, NY 11373, USA",40.7431344,-73.8836661
380,Hoyt Pharmacy ,"3024 Atlantic Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 277-9160,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","3024 Atlantic Ave, Brooklyn, NY 11208, USA",40.6782502,-73.8829038
381,I&Y Pharmacy Corp ,"66-69 Fresh Pond Rd, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 368-6060,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","66-69 Fresh Pond Rd, Flushing, NY 11385, USA",40.706887,-73.8969574
382,Ilana's Pharmacy ,"180-30 Union Turnpike, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 969-9546,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","180-30 Union Tpke, Fresh Meadows, NY 11366, USA",40.7269975,-73.7872652
383,J&N Pharmacy ,"1220 Morris Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 293-2233,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1220 Morris Ave, Bronx, NY 10456, USA",40.8333687,-73.9136846
384,Jannat Pharmacy - Jackson Heights ,"72-03 35th Avenue, Queens",,(718) 732-4288,Pharmacy ,Vaccine offered:Moderna (18+),,"72-3 35th Ave, Jackson Heights, NY 11372, USA",40.750972,-73.893829
385,Joseph Pharmacy ,"216 West 72nd Street, Manhattan",,(212) 875-1718,Pharmacy ,Vaccine offered:Moderna (18+),,"216 W 72nd St, New York, NY 10023, USA",40.7787871,-73.9827848
386,Julie Pharmacy ,"3621 Broadway, Manhattan",,(212) 926-9800,Pharmacy ,Vaccine offered:Moderna (18+),,"3621 Broadway, New York, NY 10031, USA",40.8292375,-73.9487379
387,Kaneda Pharmacy ,"40-32 Union Street, Queens",,(718) 888-1489,Pharmacy ,Vaccine offered:Moderna (18+),,"40-32 Union St, Flushing, NY 11355, USA",40.7595101,-73.8263229
388,Katz Drugs ,"76 Graham Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 388-4588,Pharmacy ,Vaccines offered:Pfizer (5-11)Johnson & Johnson (18+)Pfizer (12+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","76 Graham Ave, Brooklyn, NY 11206, USA",40.7035937,-73.9423885
389,Kings Court Drugs ,"8 Newkirk Plaza, Brooklyn",,(718) 434-6565,Pharmacy ,Vaccine offered:Moderna (18+),,"8 Newkirk Plaza, Brooklyn, NY 11226, USA",40.6352985,-73.9626844
390,Kings Third Avenue Pharmacy ,"1619 3rd Avenue, Manhattan",,(212) 534-6000,Pharmacy ,Vaccine offered:Moderna (18+),,"1619 3rd Ave, New York, NY 10128, USA",40.781522,-73.9508722
391,Kissena Drugs & Surgical Supply ,"72-63 Kissena Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 793-7658,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+)Pfizer (12+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","72-63 Kissena Blvd, Queens, NY 11367, USA",40.7275849,-73.8127922
392,Kmart Pharmacy 7777 ,"770 Broadway, Manhattan",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),,"770 Broadway, New York, NY 10003, USA",40.7307278,-73.9914836
393,Kmart Pharmacy 9420 ,"1998 Bruckner Boulevard, Bronx",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),,"1998 Bruckner Blvd, Bronx, NY 10473, USA",40.8251794,-73.8567924
394,La Guardia Pharmacy ,"101-22 Astoria Blvd, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 478-2576,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","101-22 Astoria Blvd, Flushing, NY 11369, USA",40.7613937,-73.8674699
395,Legacy Specialty Pharmacy ,"68-51 Fresh Pond Road, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 456-7300,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","68-51 Fresh Pond Rd, Ridgewood, NY 11385, USA",40.7039356,-73.8954004
396,Leroy Pharmacy ,"314 East 204 Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 882-5614,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","314 E 204th St, Bronx, NY 10467, USA",40.872529,-73.8785452
397,Leroy's Pharmacy ,"901 East Tremont Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 991-2266,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","901 E Tremont Ave, Bronx, NY 10460, USA",40.8424083,-73.8843103
398,Lieb Pharmacy Inc ,"5006 16 Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 633-5770,Pharmacy ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","5006 16th Ave, Brooklyn, NY 11204, USA",40.6304313,-73.9864693
399,LIFECARE RX INC ,"83-42 Parsons Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 658-9300,Pharmacy ,Vaccines offered:Pfizer (12+)Pfizer (5-11)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","83-42 Parsons Blvd, Queens, NY 11432, USA",40.7145177,-73.8077931
400,Link Pharmacy ,"456 Avenue P, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 921-1858,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","456 Avenue P, Brooklyn, NY 11223, USA",40.6088874,-73.9706749
401,Living Well Pharmacy ,"3555 Victory Boulevard, Staten Island","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 477-5483,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","3555 Victory Blvd, Staten Island, NY 10314, USA",40.601582,-74.1767494
402,Manhattan Chinatown Pharmacy ,"156 Canal Street, Manhattan",,(212) 233-2833,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),,"156 Canal St, New York, NY 10013, USA",40.7161638,-73.9968512
403,Mannings Pharmacy Corp. ,"13 Elizabeth Street, Manhattan",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),,"13 Elizabeth St, New York, NY 10013, USA",40.7160206,-73.9976077
404,Marble Hill Pharmacy ,"5227 Broadway, Suite A, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 562-5200,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","5227 Broadway a, Bronx, NY 10463, USA",40.8752761,-73.9092877
405,Mayflower Pharmacy ,"397 Kings Highway, Brooklyn",,(718) 645-0999,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+)Johnson & Johnson (18+),,"397 Kings Hwy, Brooklyn, NY 11223, USA",40.6047112,-73.9754352
406,Medassure Pharmacy ,"2334 Washington Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 316-6766,Pharmacy ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","2334 Washington Ave, Bronx, NY 10458, USA",40.8560496,-73.8921595
407,Medex Pharmacy ,"96-02 Jamaica Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 805-7000,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","96-02 Jamaica Ave, Jamaica, NY 11421, USA",40.6943578,-73.8492816
408,Medicine Center Rx LLC ,"92 East 167th Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 410-2814,Pharmacy ,Vaccines offered:Moderna (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","92 E 167th St, Bronx, NY 10452, USA",40.8349283,-73.9197778
409,Medicine Plaza Pharmacy ,"1312 Kings Highway, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 627-0800,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","1312 Kings Hwy, Brooklyn, NY 11229, USA",40.6080465,-73.9595316
410,MedPack ,"5923 Strickland Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 506-1000,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","5923 Strickland Ave, Brooklyn, NY 11234, USA",40.6084419,-73.9154528
411,MedPlus 2 Pharmacy ,"133-47 Sanford Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 460-8329,Pharmacy ,Vaccines offered:Pfizer (12+)Pfizer (5-11)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","133-47 Sanford Ave, Flushing, NY 11355, USA",40.756661,-73.8295117
412,Mellor's Drug Store ,"3343 Fulton Ave, Brooklyn",,N/A,Pharmacy ,Vaccine offered:Moderna (18+),,"3343 Fulton St, Brooklyn, NY 11208, USA",40.6837498,-73.872378
413,Metro Chemist Pharmacy Inc ,"73-01 Metropolitan Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 433-9413,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","73-01 Metropolitan Ave, Flushing, NY 11379, USA",40.7128639,-73.8792339
414,Metro Pharmacy ,"172-17 Jamaica Avenue, Queens",,(718) 523-5800,Pharmacy ,Vaccine offered:Johnson & Johnson (18+),,"172-17 Jamaica Ave, Jamaica, NY 11432, USA",40.7079951,-73.7874293
415,Metrocare Pharmacy Inc. ,"21-12b 36th Avenue, Queens",,(718) 606-0068,Pharmacy ,Vaccine offered:Moderna (18+),,"21-12 36th Ave, Long Island City, NY 11106, USA",40.7596065,-73.9365149
416,Milena Pharmacy ,"4407 Broadway, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 543-2333,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+)Johnson & Johnson (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","4407 Broadway, New York, NY 10040, USA",40.8552934,-73.93366
417,Mill Basin Pharmacy ,"5829 Avenue T, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 676-6675,Pharmacy ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","5829 Avenue T, Brooklyn, NY 11234, USA",40.6157561,-73.9180195
418,Morami Pharmacy Inc ,"144-73 Northern Boulevard, Queens",,(718) 886-9100,Pharmacy ,Vaccine offered:Moderna (18+),,"144-73 Northern Blvd, Flushing, NY 11354, USA",40.7651996,-73.8209789
419,Morris Park Pharmacy ,"1160 East Tremont Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(631) 458-7258,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1160 E Tremont Ave, Bronx, NY 10460, USA",40.839624,-73.875326
420,My Health Pharmacy ,"1210 Webster Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 304-9994,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1210 Webster Ave, Bronx, NY 10456, USA",40.8318119,-73.9093901
421,My Unique Pharmacy Inc ,"810 55th Street, Brooklyn",,(347) 295-1185,Pharmacy ,Vaccine offered:Moderna (18+),,"810 55th St, Brooklyn, NY 11220, USA",40.6379272,-74.0064057
422,Myrtle Drugs ,"1454 Myrtle Avenue, Brooklyn",,(718) 453-6200,Pharmacy ,Vaccine offered:Moderna (18+),,"1454 Myrtle Ave, Brooklyn, NY 11237, USA",40.6988307,-73.9166677
423,Myrtle Drugs ,"55-18 Myrtle Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 366-6171,Pharmacy ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","55-18 Myrtle Ave, Flushing, NY 11385, USA",40.6997381,-73.9078003
424,Myrtle Meds Pharmacy ,"76-17 Myrtle Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 650-3526,Pharmacy ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","76-17 Myrtle Ave, Queens, NY 11385, USA",40.7028571,-73.8718476
425,Nate's Pharmacy ,"376 Van Brunt Street, Brooklyn",,(718) 797-0200,Pharmacy ,Vaccine offered:Moderna (18+),,"376 Van Brunt St, Brooklyn, NY 11231, USA",40.6772071,-74.0134159
426,Nathan's Pharmacy ,"1901 Bath Avenue, Brooklyn",,(718) 975-4441,Pharmacy ,Vaccine offered:Moderna (18+),,"1901 Bath Ave, Brooklyn, NY 11214, USA",40.6027152,-74.003548
